Generation 0 average fitness: 41.58701878059255
Generation 1 average fitness: 43.06256095814928
Warning: generation 2 has lower average fitness
Generation 2 average fitness: 42.952513760580835
Generation 3 average fitness: 43.09923365675893
Generation 4 average fitness: 43.547579588956
Generation 5 average fitness: 44.03943627412925
Warning: generation 6 has lower average fitness
Generation 6 average fitness: 43.91949945963551
Generation 7 average fitness: 44.379390764932516
Warning: generation 8 has lower average fitness
Generation 8 average fitness: 43.69155292192234
Generation 9 average fitness: 43.83677900233817
Generation 10 average fitness: 43.914743087093655
Generation 11 average fitness: 44.86078395575945
Warning: generation 12 has lower average fitness
Generation 12 average fitness: 43.18424162517948
Generation 13 average fitness: 45.34969278143724
Generation 14 average fitness: 45.40958279937785
Generation 15 average fitness: 46.311497599290504
Warning: generation 16 has lower average fitness
Generation 16 average fitness: 44.27670892408859
Generation 17 average fitness: 45.19989967260312
Warning: generation 18 has lower average fitness
Generation 18 average fitness: 44.73757260902792
Warning: generation 19 has lower average fitness
Generation 19 average fitness: 44.27059120604778
Warning: generation 20 has lower average fitness
Generation 20 average fitness: 44.24175609556526
Generation 21 average fitness: 45.943272680452544
Warning: generation 22 has lower average fitness
Generation 22 average fitness: 45.24816232926096
Generation 23 average fitness: 45.24899139685275
Generation 24 average fitness: 46.647159156973046
Time, Stove, Ready, Assistant, Remarks
1.5948035549920512,-0.2538854726433426,4.173028407653371,-3.7640834111217747,1.5487032039443038,40.320413436692505
-1.8773596829942574,4.3520594529713605,-2.9532041783900964,4.2069242309271875,-2.447053077514391,40.32738095238095
-4.3756415450924715,-0.7484360492828355,4.181226624503067,1.0421196182524,4.369667890975364,40.320413436692505
1.023491755424124,-1.2819619954925479,3.859890607845564,0.03443720532807859,-2.0237888750185395,40.320413436692505
1.6128365158670919,-4.122975509284238,-4.908891708729786,4.411591650682242,-2.716226156426477,40.32738095238095
-3.6502309374681383,-2.4216537788766046,3.581184654979557,1.7974047406841356,4.750945286878478,40.30490956072351
-2.087683173975906,3.5350996095281353,3.6523451416688406,3.7260022064594907,-3.3157432051636726,40.30581039755352
-2.717943427297315,-2.4216537788766046,4.462799231128239,-2.8048058278591723,2.365318985103844,40.27390180878553
3.1530004995732757,1.4093151618725148,4.211849142100604,-3.197900718080314,-0.2182414459957407,40.27013251783894
1.9736482996444007,4.462870461773742,4.101864431775363,-1.0499836374632143,-2.447053077514391,40.27013251783894
-2.717943427297315,-2.4216537788766046,3.581184654979557,-0.4102829795177634,2.365318985103844,40.256016385048646
1.023491755424124,-1.946515351267688,4.996982657955019,-2.066842874853413,0.889566744924073,40.26407573492776
1.4201694533907627,-1.2819619954925479,2.574687661977247,-2.8048058278591723,1.4912778490363845,40.27390180878553
-2.7250512870255026,0.9932612298054986,3.581184654979557,-1.146237837264874,-0.2644025223548656,40.26407573492776
1.4201694533907627,-0.9847050383103761,4.454781512318519,-3.197900718080314,4.750945286878478,40.26407573492776
-3.0794669256950957,-3.378803125817773,-1.2222623949847655,2.3168616182209556,-1.8987748192742124,40.24305555555556
1.5523216277485128,-4.753608943267446,3.9325154096319928,-4.670987009296108,0.40395264361976757,40.227390180878544
-4.839637617238374,-1.5858077045226757,4.996982657955019,2.7391273309012387,1.3982453788594462,40.219232685600396
1.023491755424124,4.870607701655098,4.996982657955019,0.03443720532807859,0.40395264361976757,40.227390180878544
-4.040849782791851,-4.253162400609484,4.996982657955019,-2.8048058278591723,2.365318985103844,40.227390180878544
1.4201694533907627,-0.9847050383103761,4.454781512318519,0.1373814719581956,-0.05175313168574469,40.22633744855967
1.8620162335541917,2.1009792336370268,3.3400671067021452,-4.7815226458215845,-3.3157432051636726,40.22426095820591
2.1207473149511147,-1.8439102686496445,3.581184654979557,-4.419278482934482,-1.809117110107783,40.227390180878544
-3.3117603726927616,1.9740623582673624,1.7675158126179111,4.041130458518818,2.9758330074844164,40.17838939857288
-4.839637617238374,-1.5858077045226757,4.996982657955019,2.19025681809371,0.889566744924073,40.18087855297158
-0.8275184057665408,3.045264406533345,3.581184654979557,0.03443720532807859,-3.229412568936337,40.17838939857288
1.7996314285111232,0.08754689804802673,4.454781512318519,-4.707404275732435,3.123853595986354,40.18004115226337
1.5948035549920512,-4.833815992069712,4.173028407653371,-3.7640834111217747,3.123853595986354,40.18087855297158
-2.3602097628148933,-2.472863092020595,4.462799231128239,-2.8048058278591723,-3.3157882538103056,40.18004115226337
3.695015280113868,3.984531935616097,3.6643958254821243,-4.7815226458215845,-3.9715358757532346,40.18004115226337
-3.3117603726927616,1.9740623582673624,1.7675158126179111,4.041130458518818,-0.33421753345046845,40.17838939857288
1.2951696073450805,2.1282876669560924,2.574687661977247,-4.896561608635707,4.0025124242856105,40.17838939857288
2.8200670577752343,-2.795631692050762,3.768313327991118,-4.8952142543009725,-0.2182414459957407,40.17838939857288
-3.3117603726927616,1.9740623582673624,1.7675158126179111,4.041130458518818,-2.3293853694298106,40.17838939857288
-4.224025909860586,-4.833815992069712,4.454781512318519,2.0750481360990216,4.369667890975364,40.16537467700259
3.2091535096671535,-3.378803125817773,1.6809337665262545,-3.3827522333700744,-0.6552961637260193,40.148489503328214
1.023491755424124,-3.490513844191164,1.6743658680036875,-3.700719830781437,-2.6496687347111503,40.14987080103359
-2.087683173975906,1.594483728297634,4.956474530725689,1.0421196182524,-4.623711802895823,40.132517838939854
-4.436275185221236,-0.3831961805750197,4.576461796408211,2.0750481360990216,-2.3293853694298106,40.130718954248366
3.1448472851883853,-0.2538854726433426,2.574687661977247,-4.896561608635707,-3.9715358757532346,40.13824884792626
1.2951696073450805,4.791921090191341,4.211849142100604,-2.6545156989049437,-3.221418060202602,40.132517838939854
2.5592906017836556,1.4673751166830087,4.104237896984159,-3.1440764690249345,1.1852617417829814,40.08664627930683
-0.7446739920799894,-0.2538854726433426,3.308717176212241,1.1810893924149646,1.5487032039443038,40.087855297157624
2.5592906017836556,1.4673751166830087,4.104237896984159,-3.1440764690249345,1.1852617417829814,40.08664627930683
-0.14592684216807061,0.9932612298054986,3.7022524109552375,0.1373814719581956,-3.9715358757532346,40.087855297157624
3.1448472851883853,-0.3555106896128848,3.308717176212241,-2.1954352413280698,1.5487032039443038,40.08664627930683
-2.7250512870255026,-0.7484360492828355,4.298366765791638,1.0076081445259728,-1.2648774101424198,40.087855297157624
2.8200670577752343,0.9932612298054986,3.768313327991118,-4.8952142543009725,-0.2182414459957407,40.087855297157624
3.3191231810181794,-2.472863092020595,3.3960070975106387,-4.8952142543009725,-3.3157882538103056,40.087855297157624
-0.873617590925539,2.4646189494919177,-1.2222623949847655,2.3168616182209556,-0.04512383862959268,40.05952380952381
-0.873617590925539,2.4646189494919177,-1.2222623949847655,2.3168616182209556,2.62339214793172,40.05952380952381
3.695015280113868,-0.6105953469503067,1.1916093208287935,-2.8048058278591723,-0.2644025223548656,40.05684754521964
1.7963441988044533,0.9932612298054986,1.7287933016926074,-1.146237837264874,-2.447053077514391,40.041343669250644
-2.116175557367286,-3.973974631154941,3.6523451416688406,-2.327549784892,0.402939078365244,40.041343669250644
1.023491755424124,-1.946515351267688,3.7022524109552375,-2.746684109640322,0.889566744924073,40.04115226337448
1.9736482996444007,-0.40452816677579584,3.9325154096319928,-4.753598088924138,2.909912529145756,40.039860488290984
-2.3161356860603655,4.936506410544215,2.651955890955234,2.19025681809371,-2.9534017924499487,40.01019367991845
-2.7250512870255026,-4.59739997657271,4.956474530725689,-3.1047518009400665,2.62339214793172,40.01033591731266
2.7946201940629916,-4.253162400609484,-2.152422628208325,0.4329944734919948,1.3982453788594462,40.01430615164521
1.6128365158670919,-1.5858077045226757,4.996982657955019,-2.327549784892,3.487495025728091,39.99483204134366
-1.213061013857363,-3.973974631154941,3.6523451416688406,0.03443720532807859,-2.136496656146347,39.99483204134366
-0.8275184057665408,1.4673751166830087,3.581184654979557,0.03443720532807859,-1.4326261134702198,39.99490316004077
3.695015280113868,1.4654048695192756,3.9325154096319928,-2.0586076023935918,-0.2644025223548656,39.99483204134366
1.7355471165364191,-2.472863092020595,-2.147337559560728,1.2408633352636933,1.160256036279077,39.96927803379416
-3.1012736713865943,-2.8292251276334923,4.173028407653371,1.7974047406841356,-3.1945510621078066,39.94832041343669
-3.1012736713865943,-2.8292251276334923,4.173028407653371,1.7974047406841356,-3.221418060202602,39.94832041343669
3.1827659899022915,2.1009792336370268,3.3960070975106387,-3.1047518009400665,-2.3293853694298106,39.94832041343669
4.859075127758594,4.023822075190283,3.3960070975106387,0.11406839711046945,-0.6454147907237209,39.903160040774715
1.729176177213362,1.4654048695192756,3.9325154096319928,0.9679232516041605,-0.2644025223548656,39.90180878552972
1.5523216277485128,3.984531935616097,4.076025843073378,-2.412850969370255,1.160256036279077,39.903160040774715
1.5523216277485128,3.984531935616097,4.076025843073378,-2.412850969370255,2.647332228959809,39.903160040774715
1.4201694533907627,-1.5858077045226757,2.574687661977247,-2.066842874853413,0.889566744924073,39.88630490956073
1.9736482996444007,-3.378803125817773,4.298366765791638,-4.542497397318939,-3.6199644924929144,39.88630490956073
-2.9325555191812134,-3.973974631154941,4.173028407653371,-2.1954352413280698,-1.0471518993941853,39.86048829098156
4.928930234553402,4.462870461773742,4.298366765791638,-2.0586076023935918,3.259261310360687,39.85728848114169
3.3198101660878017,-4.253162400609484,0.852965511578077,-3.311764569688458,-3.9715358757532346,39.84199796126401
-1.6481797150795598,1.1690733082024032,0.13838515777638705,1.6987399340891685,1.1737320780723302,39.851190476190474
-0.873617590925539,-3.378803125817773,3.3400671067021452,1.7974047406841356,-0.33421753345046845,39.85728848114169
1.7963441988044533,0.9932612298054986,3.768313327991118,-1.146237837264874,-2.447053077514391,39.811416921508666
1.023491755424124,1.8397467659681475,3.581184654979557,-0.4102829795177634,-2.3293853694298106,39.80878552971576
3.695015280113868,-2.756483357304206,3.9325154096319928,-4.670987009296108,0.40395264361976757,39.811416921508666
0.26622487063202804,-2.8292251276334923,4.298366765791638,-2.8048058278591723,-0.2644025223548656,39.80878552971576
-2.7216755497009237,0.6264021362042014,1.6809337665262545,2.327131605338975,-4.937752510722237,39.81564524165421
-0.14592684216807061,-4.753608943267446,3.7022524109552375,-2.0586076023935918,-0.05175313168574469,39.80878552971576
1.7963441988044533,0.9932612298054986,1.7675158126179111,-2.6545156989049437,-2.447053077514391,39.811416921508666
1.9736482996444007,-0.9847050383103761,0.6115396815496323,-2.0042558717984917,-3.221418060202602,39.81395348837209
-1.8284831446209693,-1.946515351267688,-2.6526921091248203,2.9370371192939357,0.40395264361976757,39.784946236559136
1.9736482996444007,0.9341750096106907,3.388151735365186,-2.8048058278591723,-0.2182414459957407,39.76554536187563
-3.9811866239752547,0.2002938760084234,1.4459608323517337,3.5762632785779367,-2.3293853694298106,39.76227390180878
1.9736482996444007,-2.8292251276334923,3.9325154096319928,-4.8952142543009725,0.40395264361976757,39.76227390180878
-2.1003256860296506,-2.472863092020595,4.058075618008562,-0.4102829795177634,2.62339214793172,39.770802192326855
3.1530004995732757,2.1282876669560924,4.181226624503067,-4.753598088924138,-0.2182414459957407,39.76554536187563
4.859075127758594,-0.6354197661512293,4.076025843073378,-3.2767484703466367,-0.2182414459957407,39.76227390180878
-2.3602097628148933,-2.8292251276334923,4.454781512318519,2.06582771490507,4.750945286878478,39.746770025839794
3.695015280113868,0.9932612298054986,2.574687661977247,-4.896561608635707,2.024002969375955,39.731266149870805
-4.839637617238374,-1.5858077045226757,4.996982657955019,3.7260022064594907,1.3982453788594462,39.7259591429995
2.8200670577752343,-0.3831961805750197,2.574687661977247,-4.896561608635707,4.0025124242856105,39.7259591429995
-4.839637617238374,-1.5858077045226757,4.996982657955019,3.7260022064594907,1.3982453788594462,39.7259591429995
-0.8275184057665408,-2.4216537788766046,3.9325154096319928,0.03443720532807859,-3.229412568936337,39.72347913524384
2.644174750229613,-1.5858077045226757,4.956474530725689,-3.7640834111217747,-4.623711802895823,39.7157622739018
-1.9489399840601562,3.1439082921256567,4.956474530725689,1.0421196182524,-4.623711802895823,39.681116093672145
-3.9811866239752547,3.27899622368723,3.6643958254821243,3.7260022064594907,-3.3157432051636726,39.681116093672145
1.4201694533907627,3.045264406533345,2.574687661977247,-3.700719830781437,-4.065015596817578,39.681116093672145
-1.8773596829942574,4.3520594529713605,-4.03253808892592,4.2069242309271875,-1.7027423154643975,39.68390804597702
0.03388515496341249,0.9341750096106907,4.996982657955019,-4.69676598390095,-2.211637868552084,39.681116093672145
4.924119958220633,-1.946515351267688,4.462799231128239,-3.700719830781437,1.4912778490363845,39.669250645994836
2.4160647491094265,3.27899622368723,3.7022524109552375,0.1373814719581956,1.1737320780723302,39.67380224260958
-0.960492716573258,1.9419144342817987,-3.5110509291441194,4.431342030410232,-2.136496656146347,39.67229902713774
-2.087683173975906,-3.7338528976467824,2.574687661977247,0.03443720532807859,-3.9715358757532346,39.669250645994836
3.695015280113868,3.27899622368723,3.7022524109552375,-1.575542195613231,-3.3157882538103056,39.67380224260958
-4.767154326910454,2.1009792336370268,-1.54404541615245,4.755990992018862,-3.9715358757532346,39.65341488277268
1.470896157115674,-0.9847050383103761,3.859890607845564,-3.1136326502312537,-3.221418060202602,39.62448559670782
1.8516945364381856,0.9341750096106907,3.388151735365186,-2.8446935051002384,3.8603917335645974,39.622739018087856
2.8200670577752343,4.000845698517448,2.957629325326173,-2.6545156989049437,-3.229412568936337,39.627930682976555
1.470896157115674,-0.9847050383103761,3.859890607845564,-3.1136326502312537,2.365318985103844,39.62448559670782
1.8516945364381856,0.9341750096106907,3.388151735365186,-2.8446935051002384,3.8603917335645974,39.622739018087856
3.695015280113868,0.9341750096106907,4.076025843073378,-4.670987009296108,-4.937752510722237,39.62448559670782
1.6128365158670919,-2.795631692050762,4.385409411081417,-3.197900718080314,-0.2182414459957407,39.58205912334353
-4.839637617238374,-1.5858077045226757,4.996982657955019,2.836737068052484,-2.3293853694298106,39.59142999501744
1.6128365158670919,-3.2754805938786022,4.385409411081417,-3.197900718080314,-0.33421753345046845,39.59142999501744
-3.1012736713865943,-0.3831961805750197,4.211849142100604,2.836737068052484,-2.447053077514391,39.59142999501744
-3.1012736713865943,-0.3831961805750197,4.211849142100604,2.836737068052484,-2.136496656146347,39.59142999501744
1.4201694533907627,-1.2819619954925479,2.574687661977247,-3.311764569688458,-0.06832782915330782,39.57622739018088
3.6852706734168255,3.0701392245863595,4.298366765791638,-4.542497397318939,-3.6199644924929144,39.57622739018088
-1.8284831446209693,-0.7484360492828355,3.581184654979557,-0.4102829795177634,3.9426018708646247,39.57622739018088
-2.7216755497009237,-3.9715294273688198,-2.699951666946354,3.1835083296805085,3.8603917335645974,39.57837301587301
-2.717943427297315,-3.9715294273688198,-2.699951666946354,3.1835083296805085,2.365318985103844,39.57837301587301
-2.087683173975906,-2.795631692050762,-2.152422628208325,2.296247843252841,-2.716226156426477,39.57837301587301
1.023491755424124,0.9932612298054986,4.076025843073378,-2.412850969370255,0.40395264361976757,39.57818930041152
1.9736482996444007,-2.8292251276334923,4.211849142100604,-4.8952142543009725,-0.2182414459957407,39.587732528909
3.937609837581034,-0.6354197661512293,4.058075618008562,-4.7815226458215845,-3.8184249089225286,39.57622739018088
-2.9325555191812134,-3.973974631154941,0.13838515777638705,4.411591650682242,-1.0471518993941853,39.55038759689922
-2.9325555191812134,-3.973974631154941,0.13838515777638705,4.411591650682242,-1.0471518993941853,39.55038759689922
-2.9325555191812134,-3.973974631154941,0.13838515777638705,4.411591650682242,-1.0471518993941853,39.55038759689922
-0.873617590925539,-1.5858077045226757,4.076025843073378,0.2057974168549812,4.750945286878478,39.529715762273895
1.023491755424124,-1.946515351267688,3.7022524109552375,-2.066842874853413,0.889566744924073,39.529715762273895
3.1827659899022915,1.8397467659681475,4.298366765791638,-3.778898016807789,0.584657853079583,39.529715762273895
-2.1003256860296506,-2.4216537788766046,3.581184654979557,1.7974047406841356,2.62339214793172,39.51421188630491
1.023491755424124,-0.6105953469503067,3.581184654979557,-0.4102829795177634,3.487495025728091,39.48320413436692
3.3191231810181794,4.000845698517448,3.7022524109552375,-4.8952142543009725,-3.1945510621078066,39.49031600407747
1.7963441988044533,0.9932612298054986,1.3274831978861732,-3.4386918059465255,-1.5099189622197429,39.45690084703537
-3.3117603726927616,0.9932612298054986,-2.147337559560728,4.041130458518818,-2.447053077514391,39.44444444444444
-3.3117603726927616,-0.2538854726433426,-2.147337559560728,4.041130458518818,-2.447053077514391,39.44444444444444
-0.873617590925539,-2.8292251276334923,-1.2222623949847655,1.2408633352636933,-3.3157882538103056,39.44444444444444
1.023491755424124,-1.600685405591106,2.574687661977247,-3.311764569688458,-2.716226156426477,39.43669250645995
3.1448472851883853,3.045264406533345,4.181226624503067,-0.37431246012594777,-0.2182414459957407,39.43669250645995
-3.3117603726927616,-0.2538854726433426,-2.147337559560728,4.041130458518818,-2.447053077514391,39.44444444444444
-1.7393289232138454,-4.253162400609484,2.574687661977247,0.4329944734919948,1.3982453788594462,39.42652329749104
1.9736482996444007,0.9932612298054986,3.768313327991118,-1.146237837264874,-2.447053077514391,39.398572884811415
1.7963441988044533,0.9932612298054986,3.882718185961732,-3.3827522333700744,1.160256036279077,39.398572884811415
2.7946201940629916,-1.5858077045226757,3.581184654979557,-3.7640834111217747,-3.1945510621078066,39.39018087855297
-2.717943427297315,-3.2754805938786022,4.462799231128239,-2.8048058278591723,2.365318985103844,39.36721474838067
4.487731293348228,-3.490513844191164,-2.152422628208325,4.041130458518818,-2.6496687347111503,39.37308868501529
1.7996314285111232,2.4646189494919177,3.7099899505642266,-4.707404275732435,4.768935154107165,39.352701325178394
1.5523216277485128,-4.122975509284238,3.581184654979557,-4.8952142543009725,-2.716226156426477,39.352701325178394
-3.1012736713865943,-3.2754805938786022,3.581184654979557,3.276559888026373,-2.716226156426477,39.343669250645995
3.3671023425673017,4.791921090191341,3.581184654979557,-3.5097959709911155,-1.3655590508175086,39.352701325178394
-3.1012736713865943,3.1439082921256567,-3.8118666162191808,4.411591650682242,1.6945734253457498,39.339080459770116
3.695015280113868,4.023822075190283,4.996982657955019,-2.8048058278591723,-0.2644025223548656,39.30682976554536
1.9736482996444007,-3.378803125817773,3.9325154096319928,-4.7815226458215845,2.024002969375955,39.27752864972596
1.7355471165364191,-0.6354197661512293,4.076025843073378,-3.7640834111217747,-3.9715358757532346,39.25064599483204
1.6976423883648373,-4.866907364895098,3.7022524109552375,-2.8048058278591723,1.005868962043838,39.25064599483204
1.2951696073450805,0.08754689804802673,2.574687661977247,-4.69676598390095,3.5795178108014998,39.232685600398604
1.2951696073450805,0.08754689804802673,2.574687661977247,-4.69676598390095,-0.06832782915330782,39.232685600398604
1.7963441988044533,0.9932612298054986,3.768313327991118,0.2057974168549812,-2.447053077514391,39.2150866462793
3.1448472851883853,2.287343396556305,4.173028407653371,0.2057974168549812,1.5487032039443038,39.2150866462793
1.7996314285111232,2.4646189494919177,3.677538087856556,0.9679232516041605,4.768935154107165,39.20413436692506
1.729176177213362,-3.911642129945484,-0.49576598868203625,1.0421196182524,-3.3157432051636726,39.20019157088122
-2.717943427297315,2.312509282566923,1.4183176436259712,3.5762632785779367,-3.3157432051636726,39.18450560652396
3.695015280113868,-3.490513844191164,4.385409411081417,-4.7815226458215845,-0.2182414459957407,39.16152263374485
1.4201694533907627,2.1009792336370268,2.574687661977247,-2.327549784892,-4.065015596817578,39.169215086646275
0.9585645242420737,-4.243223517631155,3.3960070975106387,-3.1047518009400665,-1.4326261134702198,39.15762273901808
1.5523216277485128,2.287343396556305,3.7022524109552375,1.0920926512134477,-3.2404555567918036,39.15762273901808
-2.7250512870255026,2.9226986048463024,1.2267776212353017,3.5494425542687917,-1.0471518993941853,39.157947184853015
3.3671023425673017,4.791921090191341,3.105252577758357,-3.778898016807789,-1.0045209895826765,39.123343527013255
3.3671023425673017,4.791921090191341,3.105252577758357,-3.778898016807789,-1.0045209895826765,39.123343527013255
3.3671023425673017,4.791921090191341,3.105252577758357,-3.778898016807789,-1.0045209895826765,39.123343527013255
1.9736482996444007,-2.472863092020595,1.0745731479386063,-3.9213280061391407,2.024002969375955,39.12661498708011
1.9736482996444007,-2.472863092020595,4.462799231128239,-2.8048058278591723,2.62339214793172,39.111111111111114
1.9736482996444007,-2.472863092020595,4.956474530725689,0.11406839711046945,-2.211637868552084,39.111111111111114
1.9736482996444007,3.984531935616097,4.101864431775363,-1.0499836374632143,-0.05175313168574469,39.111111111111114
3.1448472851883853,-0.2538854726433426,3.308717176212241,-2.1954352413280698,1.5487032039443038,39.068930041152264
1.7355471165364191,-3.2754805938786022,4.454781512318519,-0.13384212426360698,3.123853595986354,39.064599483204134
1.9736482996444007,-1.600685405591106,2.574687661977247,-3.311764569688458,-2.716226156426477,39.068930041152264
-4.040849782791851,-2.472863092020595,3.581184654979557,3.276559888026373,2.9758330074844164,39.064599483204134
1.2951696073450805,-2.8292251276334923,-2.016727169365037,2.8662119087195483,-3.3157882538103056,39.03273809523809
4.487731293348228,-0.6354197661512293,4.076025843073378,-3.2767484703466367,4.750945286878478,39.0316004077472
1.2951696073450805,-2.8292251276334923,-2.016727169365037,2.8662119087195483,-3.3157882538103056,39.03273809523809
3.1827659899022915,2.1009792336370268,1.2267776212353017,-2.327549784892,-0.05175313168574469,39.01808785529715
3.1827659899022915,2.1009792336370268,1.2267776212353017,-2.327549784892,-0.05175313168574469,39.01808785529715
1.729176177213362,1.4654048695192756,3.9325154096319928,-2.746684109640322,-1.4326261134702198,39.01808785529715
3.3671023425673017,1.5141725955688052,4.104237896984159,-4.7815226458215845,-0.33421753345046845,39.00847035376183
1.8516945364381856,-3.9715294273688198,-2.699951666946354,3.1835083296805085,3.8603917335645974,38.99305555555556
1.2951696073450805,-4.131720631547172,-2.016727169365037,2.8662119087195483,-1.5592633013436599,38.99305555555556
1.8516945364381856,-3.9715294273688198,-2.699951666946354,3.1835083296805085,-0.05175313168574469,38.99305555555556
2.8200670577752343,-4.122975509284238,-3.471116370610885,3.276559888026373,-0.2644025223548656,38.99305555555556
1.8516945364381856,-3.9715294273688198,-2.699951666946354,3.1835083296805085,2.647332228959809,38.99305555555556
1.8516945364381856,-3.9715294273688198,-2.9996635752249468,3.1835083296805085,-0.05175313168574469,38.99305555555556
-2.087683173975906,-4.753608943267446,-2.6526921091248203,3.276559888026373,-0.2182414459957407,38.99801587301587
2.1207473149511147,-3.8172395642364654,3.882718185961732,-4.419278482934482,-3.1945510621078066,38.954248366013076
2.1207473149511147,-3.8172395642364654,3.882718185961732,-4.419278482934482,-3.1945510621078066,38.954248366013076
3.695015280113868,-0.9847050383103761,3.859890607845564,-4.7815226458215845,-3.221418060202602,38.96362730443448
-0.873617590925539,-0.6354197661512293,4.058075618008562,2.8662119087195483,-3.8184249089225286,38.97157622739018
-3.1012736713865943,-3.2754805938786022,0.852965511578077,3.276559888026373,1.451410563867988,38.95607235142119
1.7963441988044533,0.9932612298054986,3.768313327991118,-0.13384212426360698,3.123853595986354,38.91878425510713
1.023491755424124,4.870607701655098,4.298366765791638,0.03443720532807859,-4.065015596817578,38.893985728848115
-3.3117603726927616,1.9740623582673624,-2.147337559560728,4.041130458518818,2.9758330074844164,38.88376856118791
-4.654854516028429,-4.866907364895098,-4.260174095156936,4.500741554476571,2.4298790247164668,38.86904761904763
4.737472149787987,2.78012169509812,3.6643958254821243,-2.327549784892,2.647332228959809,38.87855297157623
1.7355471165364191,-0.6354197661512293,4.076025843073378,-0.13384212426360698,2.024002969375955,38.87855297157623
-4.654854516028429,-4.59739997657271,-2.147337559560728,4.500741554476571,-3.9955264551875436,38.86904761904763
-4.3756415450924715,-3.378803125817773,3.3400671067021452,3.6905432833984833,-4.031926425012928,38.87855297157623
-4.112787828878041,-4.253162400609484,-4.030213809736098,4.755990992018862,-1.886090283394859,38.86904761904763
-2.3161356860603655,0.9015056200333849,-1.3100139241962938,2.06582771490507,-3.221418060202602,38.869223205506394
2.7946201940629916,-4.122975509284238,4.173028407653371,-3.7640834111217747,1.8619935124703684,38.87855297157623
-4.112787828878041,1.4673751166830087,-2.152422628208325,3.1835083296805085,-0.2644025223548656,38.869223205506394
4.871012223479838,-2.545097840603179,4.988624528868474,-1.4089239996675609,-3.1920263541202445,38.832041343669246
-0.7446739920799894,2.486794430393891,4.454781512318519,1.1810893924149646,-1.809117110107783,38.82909815645242
4.455435238558506,1.9435982026804464,3.9325154096319928,-4.670987009296108,0.40395264361976757,38.832041343669246
1.729176177213362,-1.5858077045226757,-0.49576598868203625,1.2408633352636933,-3.3157432051636726,38.811594202898554
-2.7250512870255026,4.278532903807719,1.6743658680036875,4.411591650682242,-1.0471518993941853,38.81753312945974
2.644174750229613,-0.2538854726433426,4.956474530725689,-2.0042558717984917,-4.623711802895823,38.80224260958206
-0.873617590925539,-1.5858077045226757,-1.2222623949847655,2.3168616182209556,2.62339214793172,38.781362007168454
3.3191231810181794,4.870607701655098,2.574687661977247,-2.6545156989049437,-0.06832782915330782,38.78425510712506
-0.873617590925539,-2.8292251276334923,3.037173389617994,2.296247843252841,-3.3157882538103056,38.7390180878553
-4.839637617238374,1.9419144342817987,-2.147337559560728,4.431342030410232,-0.2182414459957407,38.72519841269841
1.9736482996444007,0.9932612298054986,3.308717176212241,0.1373814719581956,1.1737320780723302,38.710499490316
-4.995824946014931,1.9580077138242435,-2.378985971100185,3.6905432833984833,-4.031926425012928,38.69223205506391
1.9736482996444007,-2.472863092020595,1.3274831978861732,-3.4386918059465255,-1.5099189622197429,38.69250645994832
2.7946201940629916,-1.5858077045226757,4.173028407653371,-3.7640834111217747,-2.716226156426477,38.69456900847035
-4.995824946014931,1.9580077138242435,-2.378985971100185,3.6905432833984833,-4.031926425012928,38.69223205506391
3.695015280113868,0.9932612298054986,1.4183176436259712,-2.327549784892,3.6351284671614508,38.69456900847035
-2.717943427297315,-3.9715294273688198,1.4183176436259712,3.1835083296805085,-0.2644025223548656,38.68919610855095
3.0245199870009802,-2.8292251276334923,3.768313327991118,-2.0586076023935918,-2.716226156426477,38.69250645994832
-0.14592684216807061,-4.866907364895098,-4.260174095156936,4.500741554476571,2.4298790247164668,38.68055555555556
-1.213061013857363,-3.2754805938786022,-4.528889002492925,3.276559888026373,-2.716226156426477,38.68055555555556
-2.9325555191812134,-1.8439102686496445,0.13838515777638705,3.5494425542687917,-1.0471518993941853,38.666666666666664
1.5948035549920512,-4.753608943267446,3.7022524109552375,-3.7640834111217747,-3.9715358757532346,38.664627930682975
-0.7944214334673338,3.5350996095281353,3.7022524109552375,1.0920926512134477,-1.5099189622197429,38.66149870801034
-0.8275184057665408,-2.795631692050762,-1.3100139241962938,2.06582771490507,-3.221418060202602,38.64087301587302
-2.9325555191812134,-4.122975509284238,-4.908891708729786,4.411591650682242,-1.0471518993941853,38.63095238095238
-2.087683173975906,-2.795631692050762,-4.918012851288152,3.6905432833984833,-4.031926425012928,38.63095238095238
4.487731293348228,-1.8439102686496445,2.574687661977247,-4.753598088924138,-2.136496656146347,38.627752176139275
1.9736482996444007,-4.753608943267446,3.9325154096319928,-4.753598088924138,-3.9715358757532346,38.6059670781893
-2.087683173975906,-1.8439102686496445,3.581184654979557,3.276559888026373,2.909912529145756,38.59948320413436
4.928930234553402,1.266941209264651,3.768313327991118,-2.0586076023935918,-2.716226156426477,38.60488290981564
4.924119958220633,-0.3831961805750197,3.677538087856556,-3.7640834111217747,-0.2644025223548656,38.59948320413436
-2.087683173975906,-1.8439102686496445,3.581184654979557,3.276559888026373,-0.2182414459957407,38.59948320413436
-0.873617590925539,3.045264406533345,2.574687661977247,2.8662119087195483,-3.8184249089225286,38.58914728682171
-3.9811866239752547,-1.946515351267688,0.6115396815496323,4.431342030410232,-2.1754323256446595,38.57357357357357
1.5523216277485128,-4.122975509284238,3.581184654979557,-4.670987009296108,-0.2644025223548656,38.55297157622739
